"","PAU89988T_6h","PAU89988T_24h","PATU8902_6h","PATU8902_24h","AveExpr","F","P.Value","adj.P.Val"
"RSRC2",0.248309855218197,0.104466469726026,0.00581774789268152,-0.0524346765543058,6.35329986498577,1.93484737438932,0.153991173736687,0.404748297047605
"HIST1H4C",0.350201544160317,1.01213233640475,-0.659551432451365,-1.20989973429125,1.75531449901141,1.93418220630129,0.154103243058829,0.404780622981451
"OAS2",-0.211802641251431,0.124087396430249,0.20041982865109,0.376337670644595,2.58635936816255,1.9340431653299,0.15412668004911,0.404780622981451
"BSG",-0.154937478423403,-0.116272266035641,0.0495815920938352,-0.279262627497566,8.62248883874112,1.93387260174749,0.154155435738482,0.404780622981451
"DSTNP2",0.0641603615930562,-0.00101943001638105,-0.0579196441742864,0.555811860069855,3.73528490096728,1.93386507514193,0.154156704797279,0.404780622981451
"POLR2L",-0.125410382739546,-0.146932204261712,0.244066151101127,-0.228341010403982,6.47951851847051,1.933597764565,0.154201783182707,0.404780622981451
"MYH14",0.135906286308202,0.0346871803662099,0.172572639508202,-0.0323685019725644,3.4484780191852,1.93356563115535,0.15420720300282,0.404780622981451
"ZNF410",-0.129647185918397,-0.151013356832643,0.0362902594895438,0.0646452988660426,5.72836439719896,1.9335188201569,0.15421509879964,0.404780622981451
"OSBPL3",0.162224073588389,0.0898269282482644,0.14636283117558,0.247719617034119,4.66972410679959,1.93332413318919,0.154247942048964,0.40478747473414
"COQ3",-0.259049749946058,-0.206123312709433,-0.028981755436134,0.0851441244621078,5.36413864098576,1.9328842701568,0.154322173414048,0.404885632255746
"GAPDH",-0.259485520197515,-0.270038185545022,0.0095298079343884,-0.27873737545619,12.3725453869597,1.93246103404302,0.154393634784535,0.404885632255746
"EMC1",-0.0969656217362287,-0.139145854766085,0.0117963179272831,-0.0832460557630093,5.26075810572028,1.93243096409809,0.154398713291858,0.404885632255746
"GLYCTK",-0.469912375214935,-0.168231762024045,0.418950545445371,0.372932883950754,1.43645017649291,1.93236521172581,0.154409818818305,0.404885632255746
"IDE",0.0544773469858946,0.0848430593083735,-0.0637297944551971,0.193684713435649,6.10386132836586,1.93188483625392,0.154490979726889,0.404885632255746
"NCK2",0.13620972514371,0.155031096272609,-0.0294226601458822,-0.122425071864459,5.26666313982725,1.93185189504398,0.154496546911877,0.404885632255746
"GMFB",0.0750256607069169,0.0427199004870289,-0.0175976476250588,0.517884943308475,5.73733934291256,1.93178638703259,0.154507618641226,0.404885632255746
"SCARNA9",1.01871115017086,0.573930169415941,0.606920165201286,0.28782252202484,4.03591118639719,1.93123352712574,0.154601093064953,0.404885632255746
"SNX33",0.0213554954258699,0.121155995107594,0.144570314285189,-0.0018872111034427,4.06571545155277,1.93117244234979,0.154611424632175,0.404885632255746
"TGFBR1",-0.0838000891145025,-0.0372361818909477,-0.0284351251486452,0.288301446037386,4.64945484045045,1.93100978887462,0.154638938601353,0.404885632255746
"CETN4P",0.414375140216056,-0.25813378038056,0.256798697238728,0.130554127487794,1.00684698108503,1.93100021336026,0.154640558529088,0.404885632255746
"LONRF2",-0.108914430818211,-0.0502513512940153,0.0883123820386444,0.398367279314464,1.38353474963335,1.93079751929052,0.154674853334785,0.404885632255746
"C11orf98",-0.0920879492615727,-0.127520132503948,0.00324901264509059,-0.26310994635649,8.09266835480549,1.93077615775744,0.154678468069919,0.404885632255746
"EHD4",-0.210445125327556,-0.260760813789281,0.0513343348978141,-0.0707176836447019,5.82999248492404,1.93042755165568,0.15473747089047,0.404960906519253
"MED26",0.0586427065361073,0.194551049498539,0.144438624483899,0.240998648609356,2.76963631053781,1.92968350339484,0.154863483993671,0.405023462298407
"RAB12",0.0605759980731664,0.0598989117970872,-0.127719067080441,0.0835686062826815,6.12899927540411,1.92958651155587,0.154879918733844,0.405023462298407
"PLCB4",0.187428720703206,0.189403508205241,0.211679840131787,0.342682836945646,3.734247789824,1.92941593111699,0.154908827174189,0.405023462298407
"INIP",0.108289727565619,0.101487902914337,0.0263248825912976,0.233617225243637,5.13095864686921,1.92941343958198,0.154909249459787,0.405023462298407
"NUB1",0.143754879375511,0.18350236003384,-0.0314211935572777,-0.0864313571528328,5.9130636566634,1.92929037164693,0.154930109541265,0.405023462298407
"TNFRSF11A",-0.257696883933217,-0.292722374173137,0.302467852220789,0.263446167617148,1.61120637655175,1.9292150591209,0.15494287653241,0.405023462298407
"RNFT1",0.29520680842416,0.303446710529967,-0.0350032752404439,0.363146471975067,2.3631250182189,1.92891864934837,0.154993134859994,0.405075753004188
"NCOA7",0.154992310903022,0.228714547580039,-0.0977712881337309,0.115099710404116,3.93078840795972,1.92873546539325,0.155024203657356,0.40507788110233
"TPD52",0.26259195503654,0.18670818915623,0.0151351503481427,0.283424596949623,6.35021744728965,1.92798025913392,0.155152360067278,0.405165333698554
"XIAP",0.0679212873441468,0.111364466702454,-0.110921008747409,0.1992580202398,4.56322984153314,1.92792461804849,0.15516180667213,0.405165333698554
"CPSF7",-0.0379685283135434,-0.0745116533542722,-0.026346376452218,-0.189255749414323,6.89236977453109,1.92782137357623,0.155179336886078,0.405165333698554
"ATP9B",-0.0248145952577674,-0.14639296439151,0.279868840460265,0.401915727514183,1.88867026311031,1.92773613245134,0.155193811844689,0.405165333698554
"LOC100129518",0.187740360296269,0.483670905856509,-0.161933746365121,0.174848648614169,1.51553576150079,1.92748646990198,0.15523621580358,0.405165333698554
"TAF5",-0.0413295585311815,0.0137237592243205,-0.0209421635884146,0.275546026857194,4.64808266062139,1.92746867695086,0.15523923832053,0.405165333698554
"VTI1B",-0.0992549790888555,-0.123256634682209,0.0781328939803334,-0.163837593442792,6.7856406714591,1.9270530000329,0.155309867878518,0.405232108978186
"DNAL1",-0.0666935189755491,0.0547397596640873,0.0358750722741399,0.344835707615899,3.26689872586761,1.92671284284121,0.155367691024809,0.405232108978186
"LMLN",-0.0422774577047704,0.144319186145353,0.0881715082855816,0.37842756491364,2.5020154952081,1.92665052064134,0.155378287631097,0.405232108978186
"SLC25A45",-0.210333579476764,-0.115156043355207,0.574185835452306,0.138962575666737,1.06078706437471,1.92635466649615,0.155428602045907,0.405232108978186
"OSCP1",-0.429545906506463,-0.191444627425365,0.0683091422107673,0.187217258394925,2.50102742065131,1.92620250101777,0.155454486821508,0.405232108978186
"MTF2",-0.0259886230004369,-0.0188598944553031,-0.00371861329785927,0.251926917738851,3.67712806397966,1.92608005563151,0.155475319267529,0.405232108978186
"GSK3A",0.0863602632019012,-0.0395463588430589,0.0822066115607729,-0.161606182000509,5.78511928793722,1.92590918674413,0.155504395299729,0.405232108978186
"MYPOP",0.162967159309481,0.293683937029551,0.265581765681863,0.0507236680530463,2.62482484330906,1.92589416553915,0.155506951671515,0.405232108978186
"POLR2D",-0.0673341625052375,-0.0977096621738243,-0.0902698777458202,-0.130810462186926,6.18248917930445,1.92563468686058,0.155551117915359,0.40526528519171
"ATG14",0.0458723226711233,0.198812112320736,-0.00393406153108966,0.313107163991966,2.96676871814531,1.92541434010669,0.155588633956789,0.40526528519171
"FKBP2",0.0855372781004897,0.0174614407818865,0.0940810664461598,-0.298446795566523,6.95961167351457,1.92517672327546,0.155629101195738,0.40526528519171
"KIAA1107",0.139434604085985,0.347221926893342,0.177539434169138,0.50650370589786,1.74277248609396,1.92510829413704,0.155640757073401,0.40526528519171
"NABP1",0.18270066304385,0.220776319009688,-0.0299995940495599,0.0536411251917785,4.14451270265003,1.92470890521914,0.155708805555708,0.405363639429395
"TTC13",0.167766156814376,0.166546443797358,-0.0232840220180446,0.113276359055711,4.55527607503504,1.92440165399,0.15576117706473,0.40542115080087
"GIT1",-0.0461891428430539,-0.0897122844035527,0.032981145788531,-0.237951805947938,5.19794112330637,1.92397691679258,0.155833605183966,0.405515654701321
"CYB561D1",-0.214189051927279,-0.0349971827725519,0.151194372691958,0.303667024475711,1.88103454758926,1.92383355768826,0.155858059533423,0.405515654701321
"SNHG16",-0.0328074722261942,-0.128444763758083,-0.0700844042302577,-0.481406648255554,6.272043008959,1.92341529486541,0.155929430633645,0.405606829773367
"SNRPD2",-0.0600271761615527,-0.180718402934643,0.121795488528869,-0.218383896696228,8.82011037368792,1.92320858661061,0.155964715565532,0.405606829773367
"WARS",-0.0296327792834932,0.00499434277065092,-0.0376666135222949,-0.147668285234122,6.64717821044667,1.92309390031547,0.155984296094161,0.405606829773367
"TPI1",-0.202077846472756,-0.263446351624848,0.0525621997650205,-0.206546964904648,9.4759900024631,1.92291831895037,0.156014278387694,0.405606829773367
"ZNF626",-0.105830246625013,-0.0485349597858862,0.0642336196220121,0.367923755588595,1.67399923366884,1.92265296607822,0.156059601730907,0.405645895471775
"CABIN1",-0.0838501101021705,-0.0421937947556428,0.151086287833237,-0.1360854939282,3.71226270454424,1.92232754853923,0.156115203521486,0.405711657598832
"GCHFR",-0.125515159069726,0.04200678174448,0.440241002400324,-0.177080095874212,3.77829830219964,1.92153053192017,0.156251473312434,0.405986993242805
"RGL3",-0.15102495738843,-0.327548865067905,0.338957620268642,0.308977442220728,1.26620040185311,1.92099232294222,0.156343565212815,0.406092444967126
"ZNF184",0.0595607097789914,0.212043294707009,0.131421661930412,0.406227436046894,3.49476918624902,1.92087523966135,0.156363606767122,0.406092444967126
"ZNF611",0.145478784904578,0.185840858919606,0.0118167380732204,0.294960163898911,3.16787982676162,1.92076167152287,0.156383049238218,0.406092444967126
"G6PC3",-0.0364595867081867,-0.159564869084541,0.160693875635874,-0.238308824065865,5.60149911491427,1.92037275704371,0.1564496495682,0.406119770719973
"RPL12",-0.0752013246461107,-0.07690483338164,-0.085509805966101,-0.371415672135047,11.813146691765,1.92034597589699,0.156454236864114,0.406119770719973
"TBCA",0.283547800302767,0.12833952468754,-0.0339312005460446,-0.107140394136383,8.45874021620643,1.92009556628931,0.156497136025965,0.406152385007103
"GPRC5A",-0.0771480115605527,-0.00377759798959154,0.06621042748802,-0.251531227499594,7.3847753362519,1.91931309115259,0.156631267308531,0.406348733922571
"OMA1",0.192979813507584,0.202436291265514,-0.0108519905493658,0.349073670803301,4.03469687701896,1.91925356780773,0.156641475767286,0.406348733922571
"AP5S1",-0.201550115943668,-0.219414050140043,0.0505122073627247,-0.140976499156962,4.0554446737323,1.91912317650555,0.156663840802772,0.406348733922571
"SNORA33",2.65698914939309,1.64275919570048,2.53175615137466,-0.154598537631554,5.264053700704,1.9184847359741,0.156773396817912,0.406491266808414
"ASNA1",-0.184704533171154,-0.186281455203471,0.153816381431268,-0.0609977025873443,6.20707337590559,1.91834452876557,0.156797467222832,0.406491266808414
"APIP",-0.128971308367032,-0.152342301780965,-0.0880947794047717,0.0361206900839219,6.4214604361934,1.9181593623698,0.156829262137754,0.406491266808414
"MTPN",-0.057729496835047,-0.116406956542774,-0.0646104676396728,0.163133249217012,7.79788499503678,1.9179898634355,0.156858372816261,0.406491266808414
"STAG3L3",-0.424947532023632,-0.414639269440456,0.308514057136322,0.298682230934395,1.02131505008082,1.91778601538858,0.156893390426693,0.406491266808414
"STOML2",-0.169793446102172,-0.128646573579828,0.0464945681637827,-0.179974367474329,7.27324135464579,1.91774199463181,0.156900953533937,0.406491266808414
"ATF7",-0.0222693219993175,-0.0593828082438508,-0.226510136823942,-0.101595841941522,5.13516249646046,1.91731803706849,0.156973812620031,0.406531203703049
"SNRPC",0.00488879241411855,-0.147754644524796,0.0212213474836496,-0.163999117195689,7.63489019631256,1.91729894304823,0.156977094864797,0.406531203703049
"RAB21",0.12531101137271,0.0956328398538622,-0.100822205334004,0.0389985057451847,6.46956065488349,1.91700739386342,0.157027220989239,0.406582375135356
"UTP18",0.0353366616335062,-0.0652826401467861,0.0240902278122803,0.153716190557038,7.29816067702025,1.9165889283082,0.157099197686591,0.40669009238704
"CEP76",0.104919133192401,0.0522951525226665,-0.0986682731060275,0.246785849021579,4.44544567979583,1.91599512535881,0.157201393013978,0.406875981261192
"RPP30",0.0846248456696053,0.00141557917138613,0.00527169420881268,0.177756801113091,5.6342773900072,1.91540227898913,0.157303494373551,0.406896177462196
"KIF16B",0.14985093450442,0.249827875336076,0.0857405536239897,0.149460251974639,3.04331737504364,1.91523810780683,0.15733178080044,0.406896177462196
"SHPK",-0.238975208926401,-0.285736287501474,-0.00655596983892393,0.0523362769761886,2.75964530496688,1.91516580553096,0.157344240083445,0.406896177462196
"BET1L",-0.196038209618612,-0.167360023581771,0.0473523957627906,-0.102689459170821,4.28088844274204,1.91456368054303,0.157448040388476,0.406896177462196
"SDC2",-0.128070285424762,-0.0649223483573656,0.408530765460662,0.500880504681646,1.11839568332906,1.91445134880197,0.157467413326608,0.406896177462196
"CCDC59",0.256987205799819,0.217768394358534,-0.0782970556191254,0.148678131791396,6.95317941276567,1.91440707807021,0.157475049035841,0.406896177462196
"KREMEN1",0.202060820652348,0.266877672636622,0.166290367413539,-0.0327810279706786,2.71957929025245,1.91424450034945,0.157503093434033,0.406896177462196
"ABHD17B",-0.0134966425298195,-0.0465107966020994,-0.049419624070671,0.250248945383897,4.27755522274157,1.91397094444151,0.157550293401937,0.406896177462196
"IDH2",-0.112105046741367,-0.105754215688933,0.166307827180997,-0.123082161157734,5.28778852224801,1.913931167514,0.157557157859594,0.406896177462196
"PHLDA2",0.0816355108263576,0.130344002561281,0.515721805337382,-0.167380011735341,3.60526527647069,1.91389076379147,0.157564130811876,0.406896177462196
"CHURC1",0.0982134964107866,0.102935277702754,-0.0462783851942383,0.233431799429253,4.57151719410535,1.91373342595481,0.157591287611823,0.406896177462196
"YTHDF2",-0.0611133954274985,-0.1598187612805,-0.0197139456984186,-0.0553773092509635,6.10260241738172,1.9136836108096,0.157599886836738,0.406896177462196
"C10orf2",-0.0830436116363993,-0.171371227948393,0.0485922450074723,-0.095648272185124,4.99246867405697,1.91350245585887,0.157631162508035,0.406896177462196
"SSPN",0.232780930349781,0.24580170055083,0.308968305828979,0.427239740414222,2.70004786557999,1.91346741193269,0.157637213463698,0.406896177462196
"CENPH",0.185414774372322,0.117854879875823,-0.0729335731665159,0.269157219901081,6.61156818074645,1.91330620978316,0.157665051062355,0.406896177462196
"FTH1",-0.135481009454644,-0.14039896518894,0.160353125064965,-0.152076016038444,11.1286600507261,1.91270907898815,0.157768213731398,0.407016482291174
"ACSS1",-0.104692638887846,-0.147961683711764,0.349400205257384,-0.0346311538773185,1.30533264296083,1.91268447654993,0.157772465687594,0.407016482291174
"CRLS1",-0.0440617818013456,-0.0713717354576895,-0.0208478964199976,0.33166362915073,5.26863005372125,1.91221775427383,0.157853150847353,0.407146183142979
"WAC-AS1",0.182995182942062,0.201190521821502,-0.0701195427837051,0.259177715009717,3.39059370336229,1.91166041982497,0.157949558278178,0.407286867049593
"ITGAV",-0.0362667072961154,-0.00929536432646483,-0.0601996632863804,0.193505116520162,6.142908373046,1.9115507637399,0.157968533915045,0.407286867049593
"ADAM8",-0.259503821826831,0.135930657835446,0.377479834304212,0.452067799800026,1.32140189936636,1.91098964921946,0.158065671009172,0.407430886402576
"NDUFAF1",-0.0903778819046606,-0.0484045962363995,0.0512881413740729,0.248658528855805,4.91580628955853,1.91087657685732,0.158085253182566,0.407430886402576
"RAD9B",-0.250806186018379,-0.450984039348123,0.166385248627587,0.475515652962002,1.46312147643358,1.91047647881182,0.158154563979904,0.407523435195769
"SOX4",0.281388243912033,0.0368358640280251,0.0327379947943038,0.265062440358175,2.74148327899337,1.91005596106229,0.158227447063236,0.407523435195769
"UBR4",0.0940409493498011,0.190155821264087,0.0943688167591654,0.148144820174985,5.15879993385246,1.9095374076055,0.158317370707561,0.407523435195769
"TCFL5",-0.0316091151334374,-0.140996627895544,-0.0685175218593468,-0.00697226495031877,4.67241906472158,1.90950479389766,0.158323028150726,0.407523435195769
"RPL7A",-0.192830800417335,-0.191407329397181,-0.0236248758331641,-0.278453130909911,11.6620785354842,1.90944642505276,0.158333153830229,0.407523435195769
"GCH1",-0.0279352541947291,0.244175410393732,0.0872956947971955,0.23641240752585,3.57289353007883,1.90935420222037,0.158349153819606,0.407523435195769
"GNG3",-0.296362940334434,0.0329979674627441,0.200583404383362,-0.329364639283468,0.78055647896047,1.90932585007287,0.158354073056654,0.407523435195769
"FAM172A",0.169824356811555,0.137740533962477,0.0165870468095504,0.373627034390869,4.15991441733782,1.90919073322364,0.15837751873076,0.407523435195769
"CCDC167",-0.134664460261651,-0.166225096498866,0.128644337948635,-0.183809608471929,5.83609766342023,1.90908944275612,0.15839509722599,0.407523435195769
"PIGO",-0.267982556426329,-0.00932461925276629,0.0758137390637037,-0.0694919821893381,3.83774601720823,1.90873381245602,0.158456831687233,0.407603942259436
"IMPA2",-0.13932952331718,0.0373968044668174,0.0950784051360332,-0.0969295831523445,4.379247143122,1.90851558382745,0.158494727047795,0.407623108037444
"TINAGL1",-0.138322860114084,-0.143410373979469,0.0849789378900843,-0.254356532738772,5.68556961350595,1.9076963004649,0.158637081606145,0.40783606250055
"ATP5A1",-0.24294592839532,-0.234112218545182,-0.0380746918177124,-0.0954296811654718,9.30187543713315,1.90761490429596,0.158651232029239,0.40783606250055
"JAG1",0.216634995969131,0.095260024698673,0.240074698847065,0.162894033686857,2.90669938436165,1.90736592038763,0.158694525306383,0.40783606250055
"C7orf50",-0.0231198156952175,-0.0710643602889007,0.194238760641537,-0.263412884696,5.50271573535364,1.90733805368789,0.158699371545886,0.40783606250055
"MFNG",-0.399941679866663,-0.0844078717491649,0.430128847901535,0.503278378845097,0.735759044536139,1.90664569873695,0.158819828161495,0.408008456357711
"RAB13",-0.0990734064448855,-0.147355368686178,-0.0419347633965215,-0.0375015705707549,6.43782515261288,1.90660218951759,0.15882740119026,0.408008456357711
"NDUFB11",-0.0942929038517333,-0.178319501123445,0.130838715966571,-0.212513605108756,6.1220256873256,1.90631441111774,0.158877500352198,0.408058862884247
"SLC2A6",-0.0883400485169603,0.0771868148600618,0.291142730049636,0.169184405506977,2.84461956891774,1.90600777089589,0.158930901675391,0.408090201769412
"CTBP2",0.13956159313998,0.00678023870569433,0.0988422190959017,-0.0235458617074471,5.46890973910161,1.90588724683962,0.15895189614378,0.408090201769412
"RFFL",-0.0324776296496836,0.00991707592313951,-0.0875697996253773,-0.288557823627028,4.62203562833595,1.90571938948781,0.158981140669897,0.408090201769412
"SLC25A29",-0.253477290030585,0.313395254283411,0.144603898379587,0.0434585648437213,1.58195373805735,1.90489807148707,0.159124315357673,0.408379424635591
"ZNF100",0.0688791101661015,0.0599226601421337,-0.122981922637331,0.359240000266063,3.90835691574298,1.9046232509887,0.159172253564462,0.40842416691732
"LRRFIP1",0.149860864351509,0.135823121848368,-0.0558242027040796,-0.100109299079201,6.52560238904118,1.90406078120191,0.159270415710876,0.408472718625148
"KIAA1147",0.0777316054607482,0.118660449992446,0.0540318409542451,0.118110151693598,4.6372762886306,1.90399173646085,0.159282469829981,0.408472718625148
"CARD10",0.0235748201957362,-0.13426367895261,0.248600971689509,-0.0204813746055974,3.90687804636473,1.90351437903982,0.15936583545738,0.408472718625148
"MARVELD1",-0.176589307188312,-0.123127469116396,0.113845591900827,-0.0952980503998946,5.76950013414453,1.90336326240775,0.159392236122582,0.408472718625148
"DENND1C",-0.252582153504546,0.128885179918715,0.426294056882694,0.473076529144084,1.55658755825178,1.90320492449001,0.159419903369985,0.408472718625148
"RPF1",0.108320856715854,0.0661602784732942,-0.00183048786713691,0.18793686972446,6.25370235525485,1.90296589663983,0.159461679694608,0.408472718625148
"HPRT1",-0.00476348510797386,-0.0482138065788593,-0.0291397760114425,0.364780691401474,6.62464845298118,1.90283758943883,0.159484109517393,0.408472718625148
"UBL5",-0.184596077285088,-0.206382883928448,0.111802992117044,-0.336215143308715,8.77153184873128,1.90276573323608,0.159496672414384,0.408472718625148
"BSCL2",-0.287538227056363,-0.319310285268514,0.492364104796859,0.31510436992853,0.960424947710525,1.9024931112518,0.159544345548974,0.408472718625148
"COPG1",-0.145633752374482,-0.129468634601314,0.0786996617572511,-0.130186391372836,7.12924629984866,1.90239105746484,0.159562195494974,0.408472718625148
"NDEL1",0.179954733732915,0.256445158163888,0.0414099121053333,-0.0879099400364201,4.7184575164042,1.90219208127395,0.15959700398477,0.408472718625148
"DLEU1",0.271152865680886,0.192024257819797,-0.0492811106542037,0.124472386183942,4.03005939948998,1.90214662608567,0.159604956957112,0.408472718625148
"DGKD",-0.13047106257164,0.079608408409134,0.107339475900204,0.0667667773014595,3.15761428138509,1.90205889018252,0.159620308679752,0.408472718625148
"SLC9A3R1",0.148398689535123,0.145551257299953,0.0532767015909892,-0.0411549845235708,5.74966550477976,1.90186303416964,0.159654584554065,0.408472718625148
"UNC93B1",-0.165266994817975,-0.0514175935418892,0.224846253297702,-0.0669528688521779,3.89967454175971,1.90181265884921,0.159663401777634,0.408472718625148
"C3orf14",-0.220783707831785,-0.0425660683878095,-0.114473553657596,0.328407964193493,2.38208073674777,1.90164413635125,0.15969290214286,0.408472718625148
"RBM47",0.0789402644045936,0.138995263226113,0.225791367017462,0.511768554037389,3.81793969554427,1.9014720888191,0.159723025561638,0.408472718625148
"CBFA2T2",-0.118254897298325,0.108403719614127,0.0418043097360687,0.0695800656279206,3.13912890248855,1.90137332423713,0.159740320764902,0.408472718625148
"MYH15",0.146216517992474,-0.0328051621765535,-0.121542230286403,0.14591154218716,2.67850262613705,1.90012140237729,0.159959724488701,0.40875967751465
"ZFP1",0.00312528378204924,0.0310173132441776,-0.0273498687831735,0.248082795062549,4.49088335361461,1.90003552167651,0.159974787137209,0.40875967751465
"TUFT1",-0.127460832147182,0.0594434332454736,0.0602050734457844,-0.0616458661360815,4.60822033903174,1.90001521825423,0.159978348382755,0.40875967751465
"UBTD2",0.106679206577881,0.105375512239146,-0.00953329566144312,0.239925973033531,5.27868252527045,1.89988747037587,0.160000757455572,0.40875967751465
"PRDX3",-0.119296296864206,-0.068530621820063,-0.0217829835236127,0.233557123841443,8.80484508572289,1.89980251617029,0.160015661666165,0.40875967751465
"RBM23",-0.112445402722685,-0.0650672641815895,0.0251482722118572,-0.159482854222225,5.84734192419613,1.89944854032407,0.160077778450127,0.40875967751465
"THBS4",-0.314303784922641,-0.252766158362395,0.341774602992218,0.299135717252675,1.50157826371161,1.89923668132644,0.160114968404166,0.40875967751465
"ORC3",-0.0440367999913409,-0.0300015397672304,-0.0181875739839708,0.271691367714352,6.70846788249235,1.8990965116253,0.16013957899773,0.40875967751465
"PPP2R2D",0.153548910186779,0.104860182617261,0.146015770342509,0.0737381521336262,4.10461839267034,1.89904432452602,0.160148742887294,0.40875967751465
"MFHAS1",0.133947733103083,0.0826040101360874,0.0947336173098678,0.186160107505186,4.00992251536123,1.89899254276616,0.160157836152204,0.40875967751465
"SCLT1",0.0552420711836445,-0.0271151966564114,-0.0157474854101878,0.314559806058944,4.68519539886939,1.89881864148716,0.160188378541463,0.408759710366238
"CAPS",-0.443908690435531,-0.260921965738895,0.313696946284804,0.382916728433685,0.909963908071938,1.89818409713561,0.160299876548681,0.408966281842663
"TIGD3",-0.670098921132774,-0.410591567472078,0.0638532699087542,0.157610472921477,1.21685319696226,1.89794360652064,0.160342155577767,0.40899621280829
"VAV2",-0.017241030972512,-0.00857703815612876,0.189932035797616,-0.0577104367363082,4.38286758652767,1.89702790715038,0.160503247149786,0.409131783032492
"RPL30",-0.0625275188075793,-0.124523197369623,-0.0647944558119367,-0.319317496708845,12.2292108294243,1.89696087784065,0.160515045836883,0.409131783032492
"AURKB",-0.235981566798105,-0.172284163972517,0.00243490193861451,-0.203849066825199,6.85568034153426,1.89662242350416,0.160574635617222,0.409131783032492
"NDUFA8",-0.112709019156494,-0.201579589791463,0.0143658813778842,-0.149667777900533,7.67576600464232,1.89651611357188,0.160593357876611,0.409131783032492
"BMP1",-0.208942295687617,-0.0565600862719435,0.40207739448448,0.0696253269606242,2.29417108082189,1.89631204526676,0.160629302888738,0.409131783032492
"MRPS25",-0.104304465839849,-0.120884444011,0.0829864968764706,-0.0420814920597818,4.54017419604592,1.89615500522249,0.160656970075529,0.409131783032492
"LINC01128",-0.0613600347810961,0.252704593755821,0.285256392895182,0.380838733520704,1.75385180565313,1.89607651737601,0.160670799900904,0.409131783032492
"ERCC-00062",0.103425439536433,0.177507188700066,0.44965713838193,0.892122065329417,5.33242072362276,1.89580404512343,0.160718820272009,0.409131783032492
"KLHL9",0.0849024670577139,0.1170129356305,0.00273353791565611,0.272823726698916,5.29515778268475,1.89576051621886,0.160726493198744,0.409131783032492
"WDR24",-0.274777821794582,-0.111666394714738,0.238996344689962,0.164909069039085,2.12814335299959,1.89542357245805,0.160785900135594,0.409131783032492
"CDC40",0.0313448217437182,0.0148041573237787,-0.142254085290797,0.131713557243708,5.13460542145415,1.89539409682253,0.160791098129655,0.409131783032492
"AIM1",0.148120985059462,0.161611679373726,0.357057875598387,0.396567529079945,3.44404032871592,1.89539032688907,0.160791762965937,0.409131783032492
"P4HA2-AS1",-0.70466174834557,-0.453086632258339,0.528671223714817,0.44280522436633,1.38787682299463,1.89525606739851,0.160815441837601,0.409131783032492
"ANKMY2",0.0482071156770489,0.0612866099988434,-0.0556227842890147,0.151020547876409,4.88077917462171,1.89514450030269,0.160835121354724,0.409131783032492
"EHMT2",-0.0314066971672009,-0.0540578198053598,0.117883005183388,-0.130669384943867,4.91345917863884,1.89493973055158,0.160871247721246,0.409131783032492
"SREK1",0.14349772397311,0.192896063270987,0.0625658700252902,0.144140117097235,4.90941327953719,1.89486620682976,0.160884221201439,0.409131783032492
"PQLC3",0.278552831461474,0.146756747735654,-0.0173640626738334,0.331498408917533,3.65006041162207,1.89430461541933,0.160983352417869,0.409264206494597
"ETFA",-0.0850224705751401,-0.0474613697687776,-0.126463100469715,-0.0500519020544159,7.56788572787399,1.89422490010166,0.16099742890485,0.409264206494597
"GLTSCR2",-0.062057436360905,-0.125087269706984,-0.0366917697902576,-0.342906908185587,6.28914224475714,1.89384603670842,0.161064348202005,0.409295770952216
"ANGEL2",0.0181375384602021,0.14206130828697,-0.0905763867833933,0.143096266218495,4.04951996971352,1.89380847205698,0.161070984923984,0.409295770952216
"TLDC1",-0.0544622453717558,-0.0773875007142291,0.0742611897234147,-0.120173992694037,5.11871901480323,1.8934484165898,0.161134612363477,0.409307674753444
"HAGHL",-0.51010858212529,-0.451529150590562,0.151003888373989,0.0658740506054007,1.52760993115045,1.89343598137295,0.161136810338741,0.409307674753444
"RPL8",-0.139741531521629,-0.192131226797189,0.0583643815599171,-0.342633317582829,11.5968136000088,1.89266145368357,0.161273774154907,0.409577875978766
"IL11",0.169628247875462,0.251491014776069,0.377220688064877,0.473669236485948,1.55911308888723,1.89201077682082,0.161388932513006,0.409747437488783
"SIK2",-0.00174300620597112,0.147562764128296,0.00552415267291906,0.00269986868878025,4.58836619864821,1.89174149380722,0.161436616461129,0.409747437488783
"SAMD9",0.225076990151433,0.358128785063144,0.169163231607246,0.39743268152668,3.27228835240582,1.89140917023365,0.161495484134429,0.409747437488783
"HAUS7",0.136355287491845,0.144063583909332,0.189025046568311,-0.0953252044680983,3.91320835765044,1.8913913205779,0.161498646661945,0.409747437488783
"CREB3L1",-0.120274623547654,-0.0452088694563743,0.510518278464152,0.304454154142251,1.25018723834515,1.8913710975357,0.161502229775776,0.409747437488783
"RAB23",0.193237090043571,0.17492760660231,-0.104444909849599,0.279955284387409,4.5344082497695,1.89124733540791,0.161524159762925,0.409747437488783
"FZD5",-0.0477766649117051,0.0905935155322188,0.0483999188969326,0.293730995311345,3.93635306185257,1.89103724940736,0.161561393132031,0.409764253200371
"ALYREF",-0.0591780902630514,-0.155777470278373,0.157415257678098,-0.149005845217051,7.66058129683575,1.8907996553102,0.16160351274106,0.409793453047359
"NFE2L2",0.0314407449150709,0.113409764892616,-0.0911467647911444,0.083212608713584,6.92835203887288,1.89037517823358,0.161678791201373,0.409885220846675
